game_id	play_id	nfl_id	frame_id	x	y
2023111906	55	55900	1	33.8	15.9
2023111906	55	55900	2	33.93	15.37
2023111906	55	55900	3	34.06	14.8
2023111906	55	55900	4	34.18	14.22
2023111906	55	55900	5	34.3	13.62
2023111906	55	55900	6	34.41	13
2023111906	55	55900	7	34.53	12.38
2023111906	143	46074	1	50.22	29.89
2023111906	143	46074	2	50.01	30.02
2023111906	143	46074	3	49.78	30.2
2023111906	143	46074	4	49.51	30.44
2023111906	143	46074	5	49.21	30.72
2023111906	143	46074	6	48.87	31.04
2023111906	143	41282	1	46.15	34.47
2023111906	143	41282	2	46.17	34.25
2023111906	143	41282	3	46.18	34.07
2023111906	143	41282	4	46.17	33.92
2023111906	143	41282	5	46.14	33.82
2023111906	143	41282	6	46.09	33.73
2023111906	168	47934	1	53.15	42.79
2023111906	168	47934	2	53.33	43.21
2023111906	168	47934	3	53.43	43.62
2023111906	168	47934	4	53.46	44.04
2023111906	168	47934	5	53.4	44.44
2023111906	168	47934	6	53.28	44.86
2023111906	168	47934	7	53.09	45.29
2023111906	168	47934	8	52.84	45.73
2023111906	168	47934	9	52.54	46.19
2023111906	168	55900	1	51.27	42.87
2023111906	168	55900	2	51.24	43.22
2023111906	168	55900	3	51.19	43.57
2023111906	168	55900	4	51.1	43.93
2023111906	168	55900	5	50.99	44.31
2023111906	168	55900	6	50.88	44.73
2023111906	168	55900	7	50.76	45.17
2023111906	168	55900	8	50.63	45.62
2023111906	168	55900	9	50.5	46.1
2023111906	329	55105	1	90.36	39.12
2023111906	329	55105	2	90.32	39.4
2023111906	329	55105	3	90.31	39.7
2023111906	329	55105	4	90.31	40.01
2023111906	329	55105	5	90.31	40.33
2023111906	329	55105	6	90.3	40.65
2023111906	329	55105	7	90.3	40.99
2023111906	329	55105	8	90.29	41.35
2023111906	329	55105	9	90.28	41.71
2023111906	329	55105	10	90.26	42.1
2023111906	329	42361	1	85.73	46.02
2023111906	329	42361	2	85.69	46.15
2023111906	329	42361	3	85.69	46.3
2023111906	329	42361	4	85.73	46.46
2023111906	329	42361	5	85.84	46.61
2023111906	329	42361	6	85.98	46.76
2023111906	329	42361	7	86.17	46.9
2023111906	329	42361	8	86.41	47.03
2023111906	329	42361	9	86.68	47.15
2023111906	329	42361	10	86.96	47.26
2023111906	329	43454	1	91.24	45.16
2023111906	329	43454	2	90.92	45.22
2023111906	329	43454	3	90.67	45.3
2023111906	329	43454	4	90.47	45.39
2023111906	329	43454	5	90.34	45.5
2023111906	329	43454	6	90.26	45.63
2023111906	329	43454	7	90.23	45.78
2023111906	329	43454	8	90.23	45.93
2023111906	329	43454	9	90.26	46.11
2023111906	329	43454	10	90.31	46.31
2023111906	487	43327	1	92.23	16.77
2023111906	487	43327	2	92.28	16.67
2023111906	487	43327	3	92.3	16.52
2023111906	487	43327	4	92.32	16.28
2023111906	487	43327	5	92.32	15.96
2023111906	487	43327	6	92.31	15.57
2023111906	487	43327	7	92.29	15.11
2023111906	487	43327	8	92.25	14.59
2023111906	487	43327	9	92.22	14.02
2023111906	487	43327	10	92.18	13.42
2023111906	487	43327	11	92.13	12.77
2023111906	487	55900	1	84.95	16.18
2023111906	487	55900	2	85.11	15.48
2023111906	487	55900	3	85.26	14.77
2023111906	487	55900	4	85.4	14.05
2023111906	487	55900	5	85.52	13.33
2023111906	487	55900	6	85.62	12.59
2023111906	487	55900	7	85.72	11.86
2023111906	487	55900	8	85.82	11.13
2023111906	487	55900	9	85.92	10.4
2023111906	487	55900	10	86.02	9.68
2023111906	487	55900	11	86.14	8.97
2023111906	557	53465	1	95.5	17.21
2023111906	557	53465	2	96.07	17.1
2023111906	557	53465	3	96.63	16.97
2023111906	557	53465	4	97.18	16.8
2023111906	557	53465	5	97.71	16.59
2023111906	557	53465	6	98.23	16.37
2023111906	557	53465	7	98.73	16.11
2023111906	557	53465	8	99.15	15.79
2023111906	557	53465	9	99.54	15.44
2023111906	557	53465	10	99.87	15.06
2023111906	557	53465	11	100.15	14.65
2023111906	557	53465	12	100.37	14.22
2023111906	557	43327	1	97.57	4.14
2023111906	557	43327	2	97.8	3.98
2023111906	557	43327	3	97.9	3.84
2023111906	557	43327	4	97.93	3.71
2023111906	557	43327	5	97.87	3.59
2023111906	557	43327	6	97.71	3.49
2023111906	557	43327	7	97.48	3.41
2023111906	557	43327	8	97.17	3.33
2023111906	557	43327	9	96.79	3.25
2023111906	557	43327	10	96.35	3.15
2023111906	557	43327	11	95.85	3.04
2023111906	557	43327	12	95.32	2.92
2023111906	557	41282	1	95.65	3.78
2023111906	557	41282	2	95.71	3.66
2023111906	557	41282	3	95.69	3.54
2023111906	557	41282	4	95.59	3.41
2023111906	557	41282	5	95.43	3.28
2023111906	557	41282	6	95.22	3.14
2023111906	557	41282	7	94.98	3
2023111906	557	41282	8	94.72	2.85
2023111906	557	41282	9	94.43	2.72
2023111906	557	41282	10	94.13	2.58
2023111906	557	41282	11	93.81	2.45
2023111906	557	41282	12	93.5	2.31
2023111906	587	43327	1	96.39	9
2023111906	587	43327	2	96.17	8.99
2023111906	587	43327	3	95.92	8.98
2023111906	587	43327	4	95.64	8.98
2023111906	587	43327	5	95.3	8.97
2023111906	587	43327	6	94.91	8.98
2023111906	587	43327	7	94.47	8.98
2023111906	587	43327	8	93.98	8.97
2023111906	587	41282	1	91.01	8.99
2023111906	587	41282	2	91.04	8.99
2023111906	587	41282	3	91.07	9
2023111906	587	41282	4	91.1	9
2023111906	587	41282	5	91.13	9.01
2023111906	587	41282	6	91.16	9.01
2023111906	587	41282	7	91.19	9.01
2023111906	587	41282	8	91.22	9.02
2023111906	612	46142	1	97.92	30.08
2023111906	612	46142	2	98.08	30.46
2023111906	612	46142	3	98.21	30.87
2023111906	612	46142	4	98.31	31.32
2023111906	612	46142	5	98.37	31.79
2023111906	612	46142	6	98.38	32.27
2023111906	612	46142	7	98.34	32.76
2023111906	612	46142	8	98.27	33.24
2023111906	612	54936	1	95.94	38.54
2023111906	612	54936	2	95.98	38.89
2023111906	612	54936	3	96.01	39.18
2023111906	612	54936	4	96.04	39.4
2023111906	612	54936	5	96.06	39.56
2023111906	612	54936	6	96.07	39.64
2023111906	612	54936	7	96.06	39.64
2023111906	612	54936	8	96.05	39.57
2023111906	612	47932	1	94.95	33.13
2023111906	612	47932	2	95.12	33.5
2023111906	612	47932	3	95.25	33.88
2023111906	612	47932	4	95.35	34.28
2023111906	612	47932	5	95.42	34.67
2023111906	612	47932	6	95.45	35.04
2023111906	612	47932	7	95.45	35.38
2023111906	612	47932	8	95.42	35.67
2023111906	733	42361	1	67.64	44.21
2023111906	733	42361	2	67.67	44.45
2023111906	733	42361	3	67.76	44.69
2023111906	733	42361	4	67.92	44.94
2023111906	733	42361	5	68.14	45.18
2023111906	733	42361	6	68.43	45.41
2023111906	733	42361	7	68.78	45.64
2023111906	733	42361	8	69.18	45.84
2023111906	733	42361	9	69.61	46.04
2023111906	733	42361	10	70.07	46.2
2023111906	733	42361	11	70.55	46.35
2023111906	733	42361	12	71.02	46.49
2023111906	733	46902	1	69.67	35.58
2023111906	733	46902	2	69.53	35.96
2023111906	733	46902	3	69.42	36.37
2023111906	733	46902	4	69.34	36.81
2023111906	733	46902	5	69.3	37.28
2023111906	733	46902	6	69.31	37.77
2023111906	733	46902	7	69.38	38.29
2023111906	733	46902	8	69.5	38.83
2023111906	733	46902	9	69.68	39.37
2023111906	733	46902	10	69.91	39.91
2023111906	733	46902	11	70.19	40.45
2023111906	733	46902	12	70.49	40.97
2023111906	733	43454	1	78.26	42.66
2023111906	733	43454	2	78.23	43.01
2023111906	733	43454	3	78.18	43.34
2023111906	733	43454	4	78.09	43.66
2023111906	733	43454	5	77.99	43.95
2023111906	733	43454	6	77.86	44.23
2023111906	733	43454	7	77.71	44.49
2023111906	733	43454	8	77.55	44.73
2023111906	733	43454	9	77.36	44.95
2023111906	733	43454	10	77.18	45.17
2023111906	733	43454	11	76.98	45.37
2023111906	733	43454	12	76.78	45.62
2023111906	838	55105	1	62.79	11.9
2023111906	838	55105	2	62.67	11.51
2023111906	838	55105	3	62.53	11.12
2023111906	838	55105	4	62.37	10.74
2023111906	838	55105	5	62.21	10.38
2023111906	838	55105	6	62.03	10
2023111906	838	55105	7	61.78	9.63
2023111906	838	55105	8	61.54	9.29
2023111906	838	55105	9	61.28	9
2023111906	838	55105	10	61	8.72
2023111906	838	55105	11	60.68	8.46
2023111906	838	55105	12	60.35	8.23
2023111906	838	47974	1	47.05	17.98
2023111906	838	47974	2	46.67	17.98
2023111906	838	47974	3	46.3	18
2023111906	838	47974	4	45.94	18.04
2023111906	838	47974	5	45.61	18.09
2023111906	838	47974	6	45.29	18.15
2023111906	838	47974	7	44.99	18.22
2023111906	838	47974	8	44.72	18.27
2023111906	838	47974	9	44.47	18.29
2023111906	838	47974	10	44.24	18.28
2023111906	838	47974	11	44.03	18.23
2023111906	838	47974	12	43.86	18.15
2023111906	838	53596	1	54.55	10.05
2023111906	838	53596	2	53.96	10.21
2023111906	838	53596	3	53.38	10.42
2023111906	838	53596	4	52.83	10.68
2023111906	838	53596	5	52.32	10.99
2023111906	838	53596	6	51.85	11.35
2023111906	838	53596	7	51.44	11.75
2023111906	838	53596	8	51.08	12.18
2023111906	838	53596	9	50.78	12.63
2023111906	838	53596	10	50.54	13.1
2023111906	838	53596	11	50.35	13.57
2023111906	838	53596	12	50.19	14.03
2023111906	838	46902	1	61.98	20.14
2023111906	838	46902	2	61.74	19.93
2023111906	838	46902	3	61.48	19.7
2023111906	838	46902	4	61.19	19.43
2023111906	838	46902	5	60.87	19.15
2023111906	838	46902	6	60.54	18.85
